meals_served,kitchen_staff,temperature_C,humidity_percent,day_of_week,special_event,past_waste_kg,staff_experience,waste_category,food_waste_kg
118,9,28.82968339783507,73.14959381667413,2,1,30.28387054142833,Intermediate,dairy,37.28427428157324
314,18,14.828321614682327,36.38062357534648,0,0,11.210696915902329,Beginner,meat,29.955870306642534
321,17,28.311218295952244,44.82789327968352,3,0,36.69508921807312,Intermediate,vegetables,49.193833553221225
3580,7,24.943089131396608,74.4588750164747,5,0,23.680622279062447,Beginner,meat,181.14232020634785
2080,5,11.717820812956694,57.49407902357003,6,0,26.72830734845472,Beginner,grains,140.09294353996813
450,10,12.279112260154792,47.11742030143898,2,0,33.26537890596073,Intermediate,dairy,41.41139572751132
425,11,26.74006540334905,72.90232313104103,4,1,11.442261101503686,EXPERT,vegetables,46.67172979068621
424,9,30.6300191853892,73.49138995890102,6,0,12.72183651793355,Intermediate,dairy,36.67830715880232
108,17,18.055387586115707,45.22926468940169,1,1,13.742310695081065,EXPERT,vegetables,26.88003880114452
259,9,38.64407618876702,52.73461668352886,6,0,49.28141814256086,Beginner,meat,44.95541731160156
346,5,13.824595020714067,45.97008075093225,3,0,23.73182513095583,Beginner,grains,38.68007153542472
115,15,16.94381559373153,52.95481941423813,4,0,26.059120811511956,EXPERT,meat,29.990518111838615
303,14,13.844778741700775,76.92092009597803,6,0,43.81234283307134,Beginner,meat,50.95635127596714
229,17,24.967849502502688,52.20314008045531,1,0,10.1093289046829,Intermediate,meat,26.145963479108737
380,7,12.353797753142448,30.400927753433265,3,0,25.556801205026083,Intermediate,dairy,32.77750556409924
203,10,28.298951689640862,72.6066033853024,3,0,19.38844379334627,Intermediate,grains,33.74010284642152
150,19,25.32250402154873,34.44253307474088,5,0,11.136664736040462,Beginner,meat,28.13151835691437
233,9,20.081534028095795,69.75987078356133,0,0,13.517764066220424,Intermediate,vegetables,27.484251901320704
120,11,23.894893817049585,45.23849247432148,4,0,15.157747572760734,Beginner,meat,29.371950829934622
421,18,38.64407618876702,44.07920650655096,1,0,24.268277294022777,Intermediate,meat,33.13949371526604
345,6,33.81993819003236,46.00051179971865,5,0,28.740364204973893,Intermediate,dairy,52.11980558413495
157,7,10.500658898145613,37.77603907172652,0,1,15.603028303624177,Beginner,grains,29.62870217289998
441,15,22.401195966997165,53.179390384587954,0,1,27.66598741977075,Beginner,meat,56.19278606770315
202,10,28.91589509462337,31.866935995041462,5,0,22.545488583098628,Intermediate,meat,35.97056329649056
340,18,22.02259578622462,57.03582113898804,6,0,19.655816092877892,EXPERT,vegetables,44.23563910533809
246,14,11.782006751379097,75.75578368165051,5,0,16.41257468868687,Intermediate,vegetables,30.55189265016076
204,10,16.214506442873553,83.7645067076744,1,0,9.861303087121064,Intermediate,grains,25.792558646776204
403,15,23.71249304128692,48.1468486973628,5,0,6.9491872964440375,EXPERT,meat,35.982798959573486
383,7,21.081827186090457,43.14704876819631,1,0,36.90046007479923,Intermediate,meat,53.715560879337154
296,7,20.87950998138392,63.538838045986445,1,0,20.01474007851617,Intermediate,dairy,29.02433765482486
112,14,19.809843038211863,67.25451541306248,0,0,19.664660417710568,Intermediate,meat,17.80869635513278
343,12,19.56984763524677,78.14125974955584,4,0,15.464359922938474,Intermediate,meat,35.12250024596107
404,11,28.738637111722205,73.38769643295325,2,0,30.668427113163872,Intermediate,dairy,45.51292141805697
288,5,9.865658955803678,80.62423958440345,3,0,49.4975989125124,Intermediate,meat,53.115492559605926
381,16,14.132352774254365,62.95858628880624,2,0,32.591835999635805,Intermediate,meat,42.13789863938872
225,10,19.52273813777468,81.53740112523778,2,0,8.966847116149001,Intermediate,grains,14.928976606137452
401,15,26.39309181404141,70.29853689276179,3,0,44.42866152213002,Beginner,meat,54.428789028400345
1070,9,10.726784508598843,45.16881636535203,4,0,31.24075205537912,Beginner,dairy,146.54879911584374
206,12,34.19389692758472,31.77024330871236,4,0,14.065876447408982,Intermediate,meat,33.17869329213691
270,7,25.39355054855607,70.47647117497297,0,0,45.27793799830606,Intermediate,vegetables,45.55122663876553
3190,5,19.91649440858905,31.64521859835946,2,0,46.28943543441851,EXPERT,meat,274.32878295005906
138,11,33.31826851190637,44.513333013248754,3,0,43.85680737661019,Intermediate,meat,51.63730321018424
489,7,23.00741442296635,76.84391119205407,0,0,32.06228318098535,Intermediate,meat,48.94411363019948
279,12,20.325779366192425,53.243555140119554,0,0,31.910410279793734,Beginner,meat,32.46326536709223
457,12,25.779266148917657,62.05743311362055,4,0,38.217572174157965,Intermediate,dairy,55.85060923011986
301,19,13.981143456981613,61.87899123408354,0,1,18.63578781419135,EXPERT,vegetables,45.18306143655384
445,19,29.585568148540368,79.09240012489485,6,0,46.21047077543573,Intermediate,grains,55.65201446440136
153,5,24.429630917793705,48.02936313602594,6,0,30.584851502207545,EXPERT,meat,35.002366055909526
370,11,11.748290142735854,65.60914577855608,5,0,34.59722662741791,Intermediate,meat,40.17273624002512
371,14,31.833416543096195,73.8297816575274,2,0,18.854335637346534,Intermediate,meat,39.73588677886973
346,5,10.442195240331433,56.13045752833144,0,1,45.27754717999249,Intermediate,vegetables,49.25767946412423
468,12,16.892996327388808,60.09092768878403,6,0,13.628129782561992,EXPERT,meat,37.51097004039587
230,17,30.537823685186023,31.0800053367129,6,0,29.797292898271955,Intermediate,vegetables,36.81092527098032
195,9,18.541862547423023,30.172875099936878,1,0,14.797063084016818,Intermediate,meat,18.28295061090398
313,6,15.021477246557351,65.4520464762625,5,0,31.67469233915832,EXPERT,dairy,41.737492242829056
263,19,25.732470150268405,86.84371497518681,4,0,44.4853456971426,Beginner,meat,56.42865500191609
346,17,22.528824979550244,85.84843783898938,1,1,23.100068068120056,Intermediate,meat,56.65785032273703
285,17,22.86643966433779,75.81474413199436,2,0,42.638941534353776,Beginner,meat,52.25791761471604
146,9,30.468375101856758,32.58041711201637,3,1,19.674853363065807,EXPERT,vegetables,35.63798865170704
349,15,13.9095451100862,39.76890298061183,0,0,17.33541637186403,Intermediate,vegetables,30.75525793655125
202,9,31.97678700570329,66.82664512894195,5,0,45.44545503818065,Intermediate,meat,39.90111001846277
496,16,28.648130220341866,86.95251761223074,3,0,40.83352985368095,EXPERT,dairy,65.3828108015209
352,8,29.83518145369593,83.06545653011862,2,0,37.17047903410912,Intermediate,meat,51.89996540948298
483,14,20.95430866029969,32.278893797391206,6,0,36.53264845779187,Beginner,vegetables,59.7464323522765
472,7,5.844802989769095,79.08160494832158,3,0,27.5903688982632,EXPERT,vegetables,46.99124467974566
171,13,32.4402815020079,78.37175286022745,2,0,34.98205376655673,Intermediate,dairy,33.040577710116835
132,14,11.810406803658536,44.33139962411566,4,0,6.888383304963544,EXPERT,dairy,27.580877294803276
351,5,25.901769093245623,80.38896972873187,1,0,33.49684407242347,Intermediate,vegetables,38.22834940250373
472,6,16.99258846178698,52.269696887144505,0,0,23.0806910799241,EXPERT,meat,47.26385792863484
456,15,11.615416996102152,73.49887019544315,6,0,35.22144843225167,Intermediate,grains,49.08447386007282
306,17,13.24566122379294,52.99705437853208,3,0,9.60651880624442,Intermediate,dairy,32.881829624355895
336,19,14.63647186691636,74.2539449455696,4,0,20.553124710938068,EXPERT,grains,42.594171912449845
430,16,11.72529559055672,48.89517531677806,1,0,8.646737470927555,Beginner,meat,34.957215203516746
143,15,31.011310156923336,84.0192760844563,4,0,42.59176386279108,Intermediate,grains,54.33042519963962
271,14,14.863958079632525,68.66821662726201,4,1,19.223495772946883,EXPERT,meat,42.46912685341998
473,5,22.55125533721118,33.11405661523854,1,0,8.642918125205966,Intermediate,vegetables,30.87745733473239
436,7,17.99167081101362,84.67009711080475,1,0,23.861127849892476,EXPERT,grains,41.17630009025122
239,19,16.103682260559356,44.10223288822951,2,0,37.92029538025103,Beginner,meat,42.2004241450464
271,17,18.052367555483382,56.84808847934747,3,0,28.848665345963926,EXPERT,meat,42.16060754573266
230,6,30.670972092796937,76.94329976760524,4,0,35.40925818028507,EXPERT,meat,40.820062355471045
157,6,22.20985325162349,80.75097302759806,3,0,24.169888376079264,Intermediate,grains,40.00856514617743
388,12,25.24579513746736,35.62034524235461,2,0,42.2374433736053,Beginner,meat,56.56163847755517
382,10,17.470897158432848,32.66326633025127,2,0,27.612089457211944,Intermediate,vegetables,40.79609504108701
202,9,32.31875912441058,66.82664512894195,5,0,45.44545503818065,Intermediate,meat,39.90111001846277
125,14,34.71039973530191,51.29164984476887,2,1,10.098482197922046,Intermediate,dairy,32.53548134270126
129,9,23.56364508488557,64.93099380555539,2,0,16.196856215896936,EXPERT,vegetables,21.41751257005324
326,5,30.536018200246662,81.24815985903027,0,0,12.74387146036819,Intermediate,vegetables,30.03775847772595
4680,14,24.429319582188757,31.968577447716505,6,0,26.208872355835453,Intermediate,meat,251.5389324680473
128,5,18.22543594536656,47.8036584662454,1,0,11.711337167288184,EXPERT,grains,20.46662547745512
352,12,33.682447206408455,78.44376182039707,5,0,10.38028989884254,Intermediate,grains,42.43779828553889
221,16,24.96328939210914,58.89296041655126,5,0,47.78683969623941,Intermediate,meat,44.92645765113501
220,11,10.734861143912685,39.25929391698476,2,0,16.13298861762556,Intermediate,dairy,27.467650669579225
152,6,12.798398175538258,71.74784865932669,4,0,22.452542130699246,Intermediate,vegetables,26.745208960661795
414,18,27.44176568800188,53.23423627068576,6,0,29.10355252644085,Intermediate,meat,44.40918621904974
441,6,30.46767642798082,63.79733585722888,4,0,21.51326331532402,Intermediate,dairy,35.60992275517077
106,14,17.8515198748183,81.58943012347655,5,0,13.63799475480766,Intermediate,meat,19.1849957995652
286,12,11.09154144268403,30.126230590553003,6,0,5.580825259144639,Intermediate,meat,20.854052816946503
317,13,32.40553256712596,57.77111730095103,5,1,32.64800033440957,Intermediate,vegetables,46.93456143553215
120,11,23.904543375993924,45.23849247432148,4,0,15.157747572760734,Beginner,meat,29.371950829934622
4100,18,21.54332034030956,80.59668545618413,6,0,5.993863038553088,Intermediate,dairy,168.86878807181273
389,7,13.044047778131867,32.499409102960946,1,0,25.81670961973189,Intermediate,meat,48.93141133145401
160,17,28.493258302138518,34.62871011237491,0,0,9.303831321067218,Intermediate,dairy,19.108235746527857
367,18,17.879738027433973,86.09966591032592,6,1,17.891318198506262,Intermediate,dairy,46.59667959193476
359,10,5.844802989769095,82.63436742973202,1,0,47.37095837302702,Intermediate,meat,70.47233890752912
302,12,25.37445600852831,32.724196888121554,0,0,14.31756875223648,Intermediate,meat,31.78580673014093
321,9,25.15927361083439,86.93075734986783,0,1,49.79633685560665,Intermediate,meat,60.55478273967968
317,17,24.697109277759672,61.03436290285991,5,0,47.16175386790125,Intermediate,vegetables,46.36845766601047
492,11,33.38004538248649,46.669324366904064,3,0,14.034693864050537,Beginner,vegetables,47.92574398803941
358,11,25.492486004985395,53.44092665915635,3,0,40.50602800466604,Beginner,vegetables,60.03989131385495
225,17,21.21943934578508,32.68670703028009,1,0,19.86761631495274,Beginner,meat,31.77886726915395
417,7,20.929134720420663,54.23387185020742,2,0,43.46626004596676,Beginner,vegetables,60.41570084963234
225,13,34.12824355317491,84.22545430650854,2,0,15.88271879369089,Intermediate,meat,20.47811608116601
428,5,9.783393172948031,37.64723756537214,3,0,17.50303234429545,Intermediate,dairy,25.346539962409963
142,7,22.431398257867205,68.49791452964126,1,0,43.81203298542354,Intermediate,meat,34.45647907704216
272,9,28.19867941826858,49.58030585591924,5,0,32.86256199093763,Beginner,meat,39.09620205186671
420,5,38.64407618876702,73.18748720128116,0,0,21.82762105155804,Beginner,meat,40.89364052229679
227,8,31.156132300476237,54.7605195650038,1,0,16.901231750023584,Intermediate,meat,27.46176944947142
343,12,19.590306510140543,78.14125974955584,4,0,15.464359922938474,Intermediate,meat,35.12250024596107
235,11,31.856561765255943,54.345070116903656,2,0,14.74606335322584,Intermediate,dairy,27.05645423740519
445,15,30.9986791168118,67.69428662779688,5,0,46.96450652086029,EXPERT,meat,59.80524071793212
417,19,26.78896109032593,58.52439647100442,4,0,40.24469545955054,Intermediate,meat,61.54448440849238
358,18,13.117851422784762,41.46712256976016,2,0,44.44762221571512,EXPERT,dairy,58.91165116629695
411,17,30.034172895487977,35.89409953134483,0,0,7.812812367968487,EXPERT,grains,35.1648102824776
469,12,38.64407618876702,32.53750495336087,4,0,35.12106429083367,Intermediate,meat,67.151136112296
254,13,29.95860470560821,33.02933666474448,0,0,42.25894085760132,Beginner,meat,45.34485117834335
252,10,18.43067831888551,85.00750144214011,6,0,14.296145729980138,EXPERT,meat,20.064183716284045
373,10,21.34273311320383,88.36657937352516,5,0,34.33553895031073,Intermediate,dairy,53.95318054042495
1750,13,32.39536493429705,78.49652637335626,0,0,36.54209142580997,Intermediate,meat,249.173877572672
393,6,30.869366093229228,51.622669195820855,5,0,27.0066098888429,Intermediate,vegetables,40.94928373978302
114,14,32.63399685694676,77.03924152136133,1,0,11.968590833546958,Beginner,vegetables,29.354234801149428
474,10,22.51113272826853,83.66715340945393,0,0,19.278746483921893,Beginner,meat,45.318940562583386
188,10,12.554840492342976,71.95892250757223,0,0,48.89628627413098,Intermediate,meat,43.73146373616711
412,13,13.19970521333966,35.03517214928576,5,0,38.24345793271687,Intermediate,vegetables,54.42268691041567
210,19,30.481377621786528,77.24240070030633,0,0,17.219770482986853,EXPERT,meat,36.39223657498373
128,10,23.7522985114539,31.95707690049399,1,1,48.63271725069521,EXPERT,vegetables,60.93248672044817
326,15,27.97693618384639,62.10153027593597,6,0,18.410308573718996,Intermediate,meat,37.93917432736183
351,12,19.934474711610022,59.27107183154439,3,0,48.34215621792799,Intermediate,dairy,51.94607399547407
240,10,12.698592866161608,80.37957934252742,6,0,42.11631265909238,EXPERT,grains,39.56599547999189
263,14,19.691839868759857,50.21788354304739,0,0,19.131971311329465,Beginner,grains,35.33297996955335
312,7,30.3779596120092,57.797619196367805,6,0,29.547065322267606,Beginner,grains,49.73890577263821
379,9,29.843596259512907,30.365324894390344,1,0,34.815556298245326,Intermediate,meat,47.22914499358653
132,11,17.433876205920974,82.75530689078307,3,0,43.054408502480406,Intermediate,vegetables,43.49902193430917
161,7,12.038162238810669,78.0212927414044,6,0,10.719330809829763,Intermediate,vegetables,28.268873399801983
4080,7,17.08357370663954,50.4228055600005,2,0,19.40122924530764,Intermediate,vegetables,172.1555822855819
315,15,18.42101254652758,47.48974445542338,4,0,22.73405687485264,Intermediate,meat,37.11049593565764
493,10,15.813783959134502,57.295133370455225,4,0,23.71376027335764,Beginner,vegetables,55.15664252828528
316,6,13.328625104452424,75.65126067086973,2,0,10.484577580162265,Intermediate,meat,21.439351766877284
475,10,14.742371204366927,84.38525783486621,0,0,25.34911155965924,Beginner,grains,48.80799660662797
472,11,26.752400865273543,61.71468658333183,1,1,18.30864031677593,EXPERT,meat,53.28216664259303
370,18,21.342340865132066,46.06660052930005,4,0,35.42472616164584,Intermediate,meat,54.09957063564255
466,12,34.0809163360033,37.214833590700536,3,0,34.382734616202896,Beginner,vegetables,54.96912120813671
138,15,23.04325116590533,62.72286727309815,4,0,10.056401687704351,Intermediate,meat,20.16181296092941
159,14,34.08367082050998,51.371138827055645,3,0,38.28573039933987,Intermediate,meat,40.61710993168761
291,19,19.501862723430133,82.32290030682046,1,0,27.25345063041836,Beginner,meat,41.35946784132371
466,8,30.559835470426453,88.29198254343532,2,0,37.1486345661724,Beginner,vegetables,57.51177973854366
348,16,24.95281573422545,70.24053152293953,4,0,30.408793605329087,Intermediate,grains,38.96186733709444
397,14,33.495494798171045,76.41233349207383,3,0,42.96897697942821,EXPERT,dairy,62.679084972593685
105,6,33.24014693554973,77.60364085832086,2,0,16.508466569673516,Intermediate,dairy,31.40019827763192
468,7,11.910421485951286,81.83769484410061,0,0,47.812858789059774,Beginner,meat,66.9904248323443
174,14,27.024370680956117,61.635910854915394,6,0,8.652390100867153,Intermediate,dairy,21.42808367543482
322,6,29.562123114098448,66.183858370231,4,0,5.647155619286884,Intermediate,meat,18.619268425753923
4080,7,17.391956137878992,50.4228055600005,2,0,19.40122924530764,Intermediate,vegetables,172.1555822855819
202,5,11.308471894662707,79.6028795958611,6,0,31.99855362174797,Intermediate,dairy,33.61210489811654
459,16,5.844802989769095,64.62243986771465,6,0,30.08322339413842,Beginner,meat,60.69037440873305
438,16,14.092095036632536,56.66192095449087,3,0,36.48184398605877,Intermediate,grains,49.53918175041448
411,11,31.928461037785095,68.1625481267981,0,0,26.263194926881336,Beginner,meat,46.20074740395693
4010,16,30.579350389891506,50.5069442842057,2,0,31.732225950506503,EXPERT,meat,256.3255236378758
125,17,15.88088962004962,31.32161527342902,4,0,21.04570966778686,EXPERT,grains,19.286385469800813
409,6,31.703070337263277,82.63570576957076,2,0,28.837128474876543,Intermediate,vegetables,46.709632833074735
3170,14,19.07751841585026,56.30309880184568,0,0,15.411093901673404,Intermediate,vegetables,167.72347276078136
484,11,33.55967547755583,82.18579060090265,1,0,31.00225871801461,Intermediate,vegetables,53.37611439523967
250,14,13.17999406718624,32.673829406920746,0,0,40.21250649711321,Beginner,dairy,51.609715000425886
262,18,28.107132703160296,45.76053855591911,0,0,16.811176330456902,Intermediate,grains,30.69250997587629
490,12,17.8067946512199,32.02015069283236,2,0,46.92640881565259,Intermediate,dairy,66.90638706394775
307,6,34.18778159034444,59.30247773897632,3,0,31.087902476038643,Beginner,meat,49.000917027210384
337,15,31.99554784879238,54.68036798994864,1,0,19.229680515349852,Intermediate,dairy,32.96766260645548
376,13,14.890231826112876,43.22902160839824,6,0,24.12290835780937,Intermediate,meat,40.124705966212645
325,18,33.675899693468075,89.4217069199023,4,0,12.856543306123388,Intermediate,grains,40.6093720103473
262,6,26.68375995116071,52.61913251557681,0,0,32.266678793641134,Intermediate,vegetables,38.90545265324258
187,13,18.160839412582327,30.22902804746083,2,0,42.337528984473096,EXPERT,meat,48.10629775919871
213,5,26.165147835571503,36.05647199865129,2,0,41.34730189916658,Beginner,vegetables,36.06435439834711
341,9,5.844802989769095,44.34952666693458,6,0,36.7503220242361,EXPERT,meat,47.53306062630596
419,15,11.640653614350324,58.74420378620107,5,0,15.171493855489343,Intermediate,dairy,35.56827613398504
259,16,31.79581947432803,73.2836070663773,4,0,20.383127847414144,Intermediate,dairy,36.10476295335495
415,15,14.461149130694302,43.15643771543255,1,0,35.62157581359683,Intermediate,meat,47.94267080358176
212,6,18.075279959655347,65.68819288066737,6,0,7.874589534390628,Beginner,meat,23.81096928366299
470,12,24.92617292239229,63.27944088210573,4,0,19.78511674486093,Beginner,grains,39.2634479174479
103,12,31.902629814951062,34.58309669948736,3,0,28.85281047732796,Intermediate,dairy,29.56588823148917
400,6,32.429658524115474,89.77573719149261,1,0,23.19087389481676,Beginner,grains,43.31566368823671
444,5,28.79789439274597,83.93084329081483,0,0,16.55345733393911,Intermediate,meat,37.41623060587887
225,5,34.45154544933821,35.52571519397414,6,0,37.6113314417821,EXPERT,meat,35.83680157884877
314,9,10.260692484935078,63.119418127243264,1,0,27.666877418783184,Beginner,vegetables,46.04778611530802
300,8,26.000074170922844,35.95813216522158,3,0,34.38378148585727,Intermediate,grains,42.768785120435794
132,14,14.211109628567993,85.12408263638264,4,0,28.09287870269161,EXPERT,meat,28.30851581632198
251,13,10.226810116318124,89.50455703007033,6,0,7.961529231075941,Intermediate,grains,24.31635115807747
382,16,12.770199054495176,60.763214868757686,4,0,13.368267840083796,Intermediate,meat,38.33398806951443
260,17,18.20953069712703,86.94672858536643,0,0,15.107109803369818,EXPERT,vegetables,30.575653714870235
204,8,31.318200496892786,37.462969874479455,3,0,27.993683437027794,Intermediate,dairy,30.46669384699693
212,12,17.803701417411176,64.75598122923161,3,0,29.898078783035004,Intermediate,meat,40.8021964008873
127,9,20.45999471669132,65.7792911316221,2,0,38.8457914794607,Intermediate,grains,34.74902392736851
140,14,26.28798667005662,84.64059476610836,6,0,47.34717170172696,Intermediate,meat,59.1004523269721
317,6,33.93307219736468,35.99200926817069,1,0,36.28343597945295,Intermediate,grains,46.1404537057177
485,19,19.803780286129918,34.110324397618776,6,0,43.68003786130716,Intermediate,meat,59.27451313166337
192,7,19.29831669792162,67.64919430705676,1,0,22.00973173817689,Intermediate,vegetables,32.16230121701343
323,16,15.430227442280264,54.9566342749113,6,0,14.05687046605126,Intermediate,meat,36.12346061057015
387,7,10.39552729413956,48.191643567662766,2,0,33.44086437900964,Intermediate,vegetables,43.39204397910037
493,10,14.971406944382398,50.24040846102141,5,0,39.79325755664412,Intermediate,vegetables,58.62991168637818
439,15,21.50405661221099,40.326636169366665,0,0,41.230258309228,Intermediate,meat,64.14623086107923
406,5,21.64532017550621,56.93118430048249,5,0,17.75138310010032,EXPERT,meat,28.63989248880968
255,6,10.046997088122763,83.76244797943315,2,0,5.17267154785104,Intermediate,grains,23.42633333540604
152,14,5.844802989769095,82.11309037921733,0,0,8.452527208379834,Intermediate,grains,30.17570890003757
195,9,16.65048195013452,59.83874677013834,5,0,30.30932183530644,Intermediate,grains,38.30562770987711
487,12,21.05746905952276,34.454452379303184,3,0,45.84809449298808,EXPERT,grains,53.02811142358642
220,16,19.092328118903502,42.24147994431472,6,0,17.807017203710643,EXPERT,vegetables,27.43161176278955
211,18,15.864032333370716,80.31295289416968,2,0,33.38228500213681,Beginner,meat,35.660235519048264
306,15,29.69282538819272,42.32408450868176,2,0,13.679175591032642,Beginner,meat,32.57479849268744
150,6,25.080485255334303,37.1972215814334,5,0,11.625218348473265,EXPERT,meat,23.314972141368774
451,16,24.93689656579825,70.52521245282534,4,1,19.539486574985176,Intermediate,meat,40.83410302029882
290,8,27.873101005056192,49.82448023254644,3,0,37.95748009688997,Beginner,grains,48.023982951476846
470,6,13.059418933129448,40.32535375771556,2,0,29.506795191983723,Beginner,meat,53.67869683480741
363,6,22.04087116337156,76.61568061963354,4,0,36.99504328774151,Intermediate,dairy,44.14709184987851
269,17,30.79657783128555,76.98099823900398,3,0,39.43372251894764,Intermediate,meat,50.1501931840935
289,14,29.193097201669502,83.28234386160707,4,0,14.817844831697297,Intermediate,meat,40.83991087157772
227,6,16.35561449743733,89.69147838355929,3,0,31.44636582293957,Beginner,dairy,36.31985707702058
152,13,13.643914206118792,86.79866603961278,3,0,25.44252785554201,Intermediate,grains,27.79352745942764
228,18,25.21216031649478,53.10720719415001,2,0,34.10767530168714,Beginner,vegetables,34.707083245755896
278,13,20.75842943772303,70.5348055170156,4,0,16.682147766881535,Intermediate,vegetables,32.148650553802
360,8,12.569810112316642,89.03041877132627,3,0,44.06761828969268,Intermediate,dairy,52.931599282810026
434,13,12.22100612718911,88.6262539830944,3,0,10.463670747723748,EXPERT,meat,42.26877358808445
284,6,23.312029813985653,70.93163283759662,6,0,18.690883872223807,Beginner,vegetables,35.647366340464266
198,5,21.54867341677389,71.89866943365436,4,0,39.23986899521793,EXPERT,meat,37.895126410712464
147,9,23.356055149411127,58.17850648084254,5,0,21.364041151375236,Intermediate,dairy,27.76383141098036
478,19,13.648051850878636,58.37382796865429,2,0,10.004393630219845,Intermediate,vegetables,50.20888551953365
244,12,34.5309093586076,38.34695093346525,2,0,12.97072148892143,Intermediate,grains,28.0095098013163
158,7,22.079213010420133,82.4536034483011,2,0,24.16719688101228,Intermediate,vegetables,34.50138153432251
152,18,29.320569500420117,61.9605532056933,6,0,28.54458747368937,Intermediate,meat,42.84272292631529
485,15,17.41224453208288,76.24455185433311,5,0,43.292835473306,Intermediate,vegetables,67.2922693239414
198,15,23.306505333476004,89.432761966208,3,0,19.73394314300516,Intermediate,grains,36.06727131071205
4510,8,18.07826642675696,52.48821406690778,0,0,7.293869466009909,Beginner,dairy,170.5549474346081
120,13,16.312718742209555,87.97460464240788,2,0,18.413404273617022,Intermediate,grains,21.20784527390633
325,19,19.859133095458755,47.9060947417126,4,0,9.710418674099,Intermediate,grains,28.308523250011675
332,18,25.15471783902929,68.27262555981804,4,0,12.408279271640094,EXPERT,grains,34.85539944387109
168,14,28.73209281739441,85.53133247111285,1,0,11.158032496386056,EXPERT,grains,23.751921841598627
332,8,10.275790356561645,51.7305752879237,1,0,10.016945952745187,Intermediate,dairy,30.401982938361428
487,7,13.523990688044233,67.8420282695271,2,0,39.84887725728365,Intermediate,grains,53.80048111706691
441,8,18.5890118693926,54.14679824602014,0,0,42.1345117066834,Beginner,grains,58.34171143004316
109,17,11.56355567243421,40.81174524768888,6,1,5.901045337948442,Intermediate,meat,27.969396572762623
260,12,13.98218613107013,77.55128351777515,1,0,33.47611747976781,Intermediate,meat,36.79946502869056
257,5,31.179184034314357,66.12701912128676,3,0,36.2307836347584,EXPERT,dairy,34.93707296986269
416,9,28.93704711973544,42.88007183835221,3,0,47.470015011576606,Beginner,meat,59.60539459385943
141,5,25.30644964702895,61.89596787626585,0,0,21.19073420953848,EXPERT,meat,34.975518090579165
367,12,33.53093760580966,84.44280988277082,3,0,14.671243912402364,Beginner,vegetables,33.42661312208679
171,9,20.722171971525967,88.91434188459235,4,0,8.7918964770133,Intermediate,meat,22.70308287551557
434,10,20.099446908163703,41.38891817832936,1,0,6.114419490926804,Intermediate,meat,41.23289697247544
487,9,33.607590873945746,79.56234309999431,6,0,42.45877325346137,EXPERT,meat,51.63918351701324
383,14,38.64407618876702,31.84740297962687,1,0,6.391889662710471,EXPERT,dairy,35.35247410335702
291,13,28.49178251816909,55.1633767000183,2,0,21.78499260050884,EXPERT,vegetables,38.97142653183968
497,19,25.415114546561853,43.11059006124782,0,1,19.360557041920814,EXPERT,meat,54.47205000458349
205,15,30.54516109752717,85.81025792630547,6,0,15.960700663908437,Intermediate,dairy,27.955688633689025
250,8,32.64727761969401,36.77589856116068,5,0,5.852543151845956,Intermediate,dairy,24.92227385974448
160,6,19.934534762132916,86.17602836479315,3,0,25.981397668752592,Intermediate,dairy,30.967777194653983
409,14,31.722515638514277,70.84535357762914,3,0,15.97108719695808,EXPERT,grains,43.59308945899236
357,13,10.460692968455437,81.98319085508052,3,0,26.44075720577298,Intermediate,vegetables,45.21106349139713
339,7,18.49443678904713,72.22753865943045,2,0,19.21987135063523,Intermediate,vegetables,33.296391741656024
261,16,31.32724058509126,41.2148664365077,1,0,42.24538376515724,Intermediate,meat,48.30380463938802
237,8,26.604697862635437,62.9763761118454,3,0,22.349910398059123,EXPERT,vegetables,31.85015942978777
345,17,30.23824939421105,81.80404601142011,6,0,5.041823759148248,Intermediate,dairy,33.8274408115371
231,14,31.981716499945957,82.64133673231561,5,0,26.517151560012984,Intermediate,meat,46.31842087134507
150,14,21.14895767525804,52.896716392032005,1,0,18.83884079707053,Beginner,vegetables,24.44965456041181
144,18,22.33192116959499,69.91752611868331,5,0,10.240651871677064,EXPERT,meat,28.962394104348828
222,10,23.337798132492388,80.82836938162711,5,0,36.08268418009684,Intermediate,meat,45.32956183205568
384,13,20.715763674261893,74.4096821256878,1,0,16.586553926467616,Intermediate,vegetables,30.53759908593107
290,19,12.343923016138916,65.62814884857693,5,1,13.692200378379471,Beginner,vegetables,46.06310463655162
445,10,21.190073508005423,78.43135912747128,3,0,34.42040380060077,Beginner,vegetables,53.48801722590407
451,16,17.060772467162792,67.51228617182653,5,0,10.140671236612812,Intermediate,meat,35.60112292648284
330,6,29.59581383547155,32.69121408141412,5,0,49.44872925946349,Intermediate,meat,54.95922069489514
438,12,30.05326395318969,30.781774065425022,6,0,46.21134125078025,Intermediate,dairy,50.01830836805584
101,10,26.54080875927867,72.5408234572219,5,0,5.7504116070427616,Beginner,meat,16.566751782132215
286,15,38.64407618876702,53.51149778454473,0,0,21.34727583795048,EXPERT,dairy,34.982513272835654
496,6,15.816138464067024,66.19750834289658,0,0,42.00026506596547,EXPERT,grains,62.70996773341118
473,18,27.147781776246596,38.53022680223373,1,0,10.077943423262964,EXPERT,vegetables,38.846223448220215
